SE_Filename	BNC_Filename	Rand.	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
filename#1212	S9EP	6902		be listening		listen			catenative	A		future	yes	no			T
filename#680	SUVS	6899		be heating		heat up			modal	A		future	yes	yes			T
filename#441	SMZV	6896		was going		go			past	A		past	yes	no			T
filename#1004	S4QF	6895		was saying		say			past	A		past	no	no			T
filename#452	SNA4	6894		're always going		go	c		GOING TO	A		present	yes	no			T
filename#849	SY5K	6891		're not doing		do	c	n	present	A		unclear	unclear	unclear			T
filename#471	SNPP	6889		'm trying		try	c		present	A		present	yes	no			T
filename#369	SKPP	6889		was feeling		feel			past	A		past	yes	no			T
filename#512	SPXW	6889		'm yeah I'm trying		try	c		present	A		present	yes	no			T
filename#243	SGSY	6888		is that it's being		be	c		present	P		general	no	yes			T
filename#1032	S5B6	6884		's just not being		be	c	n	NOT progressive	A		present	yes	no			T
filename#146	SD3W	6882		's lying		lie	c		present	A		general	yes	yes			T
filename#1079	S6HP	6879		'm beginning		begin	c		present	A		present	no	no	gradual change		T
filename#1229	S9VB	6876		be coming		come over			catenative	A		hypothetical	no	yes	emphasis/shock		T
filename#1160	S72Q	6874		were lying		lie			past	A		past	yes	no			T
filename#256	SG56	6873		's working		work out	c		present	A	q	present	yes	no			T
filename#1194	S8U5	6872		're changing		change	c		present	A		present	yes	no			T
filename#529	SP62	6871		be working		work			modal	A		hypothetical	yes	yes			T
filename#511	SPXV	6869		are you're making		make	c		present	A		unclear	yes	unclear			T
filename#467	SNMZ	6869		'm making		make	c		present	A		future	yes	no	emphasis/shock		T
filename#1167	S78P	6866		's renting		rent	c		present	A		unclear	yes	unclear			T
filename#704	SVD6	6862		were both doing that knowing		do			past	A		past	yes	no			T
filename#679	SUVQ	6861		's like smashing		smash	c		present	A		present	no	unclear			T
filename#1099	S63L	6858		're doing		do	c		present	A		present	yes	yes			T
filename#783	SXCB	6858		is amazing for doing		amaze			NOT progressive	A		present	yes	no			T
filename#783	SXCB	6857		's super annoying		annoy	c		NOT progressive	A		present	yes	no			T
filename#679	SUVQ	6855		're just doing		do	c		present	A		general	yes	yes			T
filename#452	SNA4	6854		's taking		take	c		present	A		future	no	no			T
filename#831	SYNT	6853		's doing		do	c		present	A		present	yes	yes			T
filename#1168	S784	6852		're arguing		argue	c		present	A		unclear	yes	unclear			T
filename#1217	S9GP	6852		been watching		watch	c		perfect	A		past/present	yes	yes			T
filename#276	SHKZ	6851		be running		run			modal	A		future	yes	no			T
filename#342	SJ6L	6851		was running		run			past	A		past	yes	no			T
filename#161	SEGL	6848		's a van there having		have	c		NOT progressive	A		present	yes	no			T
filename#679	SUVQ	6848		're talking		talk	c		present	A		present	yes	no			T
filename#354	SKEQ	6846		been gasping		gasp			perfect	A		past/present	yes	yes			T
filename#611	SR82	6837		are eating		eat			present	A		general	yes	yes			T
filename#350	SKDA	6836		was thinking I was thinking		think			past	A		past	yes	no			T
filename#823	SYEF	6835		's the bed coming		come	c		present	A	q	future	no	no			T
filename#1089	S6Q6	6831		are potentially going		go			GOING TO	A		present	yes	no			T
filename#335	SJWU	6831		's doing		do	c		present	A		present	yes	no			T
filename#458	SNCR	6830		is stealing		steal			present	A		general	no	yes			T
filename#990	S4CU	6829		's telling		tell	c		present	A		hypothetical	no	no			T
filename#674	SUQM	6828		'm just thinking		think	c		present	A		present	yes	no			T
filename#1099	S63L	6827		're selling		sell	c		present	A		unclear	unclear	unclear			T
filename#306	SJB4	6822		're just getting		get	c		present	A		present	yes	no	gradual change		T
filename#191	SE88	6819		're not going		go	c	n	GOING TO	A		present	yes	no			T
filename#1161	S73U	6816		'm just saying		say	c		present	A		present	yes	no			T
filename#1048	S5SC	6813		is that driving		drive			NOT progressive	A		present	yes	no			T
filename#985	S38P	6813		was thi John was saying		say			past	A		past	no	no			T
filename#1063	S56S	6812		been asking		ask			perfect	A		past/present	no	yes			T
filename#807	SXR9	6809		're coming		come	c		present	A		present	no	no			T
filename#600	SRYY	6806		are really not going		go		n	GOING TO	A		present	yes	no			T
filename#870	SZME	6804		's the universe showing		show	c		NOT progressive	A		present	yes	no			T
filename#249	SG2E	6802		's still developing		develop	c		present	A		present	yes	no	gradual change		T
filename#860	SZB2	6801		's fascinating		fascinate	c		NOT progressive	A		present	yes	no			T
filename#1024	S46Q	6800		being famous again and living		be			NOT progressive	A		present	yes	no			T
filename#760	SWSL	6799		'm freezing		freeze	c		present	A		present	yes	no			T
filename#741	SV5A	6798		's trying		try	c		present	A		present	yes	no			T
filename#1167	S78P	6796		's the we're going		go	c		GOING TO	A		present	yes	no			T
filename#1100	S632	6795		'm going		go	c		GOING TO	A		present	yes	no			T
filename#1182	S8LS	6791		're saying		say	c		present	A		present	no	no			T
filename#778	SXAN	6791		is missing		miss			present	A		present	yes	no			T
filename#582	SRHV	6784		is cutting		cut			present	A		present	no	no			T
filename#976	S35U	6783		's in there er		NA	c		NOT progressive	A		present	yes	no			T
filename#1170	S8BQ	6782		's struggling		struggle	c		present	A		present	yes	no			T
filename#1075	S6BS	6782		was loving		love			past	A		past	yes	no			T
filename#610	SR8V	6782		are fucking		fuck			NOT progressive	A		present	yes	no			T
filename#210	SFRX	6780		's ac		NA	c		NOT progressive	A		present	yes	no			T
filename#713	SVKH	6778		's really annoying		annoy	c		NOT progressive	A		present	yes	no			T
filename#256	SG56	6773		're getting		get	c		present	A		unclear	unclear	unclear			T
filename#154	SD92	6772		'm g going		go	c		present	A		future	yes	no			T
filename#659	ST82	6772		were going		go			past	A	q	future	no	no		reported speech	T
filename#991	S4C2	6771		is waiting		wait			present	A		hypothetical	yes	unclear			T
filename#659	ST82	6771		was talking		talk			past	A		past	no	no			T
filename#341	SJ5D	6771		're getting		get through	c		present	A		present	yes	no			T
filename#475	SNRQ	6770		're memorizing		memorize	c		present	A		general	yes	yes			T
filename#846	SY4A	6769		is going		go			GOING TO	A		present	yes	no			T
filename#937	S28F	6768		was trying		try			past	A		past	yes	no			T
filename#455	SNCL	6768		'm like moving		move	c		present	A		future	no	no			T
filename#748	SWFJ	6766		was p trying		try			past	A		past	yes	no			T
filename#469	SNNJ	6766		was wearing		wear			past	A		past	yes	no			T
filename#652	ST56	6765		's still growing		grow	c		present	A		present	yes	no	gradual change		T
filename#201	SFLB	6764		'm going		go	c		GOING TO	A		present	yes	no			T
filename#372	SKRZ	6764		is nice no faffing		faffing			GOING TO	A		present	yes	no			T
filename#983	S376	6760		was only joking		joke			past	A		past	yes	no			T
filename#1102	S66A	6759		was saying		say			past	A	q	past	no	no			T
filename#407	SLX6	6752		is people getting		get			NOT progressive	A		present	yes	no			T
filename#684	SUXH	6751		're going		go out	c		present	A		unclear	unclear	no			T
filename#693	SVBG	6748		're laughing		laugh	c		present	A		present	yes	unclear			T
filename#695	SVBJ	6743		were just saying		say			past	A		past	no	no			T
filename#699	SVCW	6742		been boiling		boil	c		perfect	A		past	yes	no			T
filename#1059	S539	6741		's coming		come on	c		present	A		present	yes	no			T
filename#679	SUVQ	6740		'm saying		say	c		present	A		present	no	no			T
filename#885	SZYV	6737		's a bit like having		have	c		NOT progressive	A		present	yes	no			T
filename#679	SUVQ	6735		were talking		talk			past	A		past	yes	unclear			T
filename#475	SNRQ	6734		Are you going		go			GOING TO	A		present	yes	no			T
filename#1069	S6AK	6733		're enjoying your riding		enjoy	c		present	A		present	yes	no			T
filename#534	SP9F	6733		was swishing and doubling		swish			past	A		past	unclear	unclear			T
filename#161	SEGL	6731		was it tiring		tire			NOT progressive	A		past	yes	no			T
filename#752	SWGX	6730		be drinking wine anyway ah		drink		n	modal	A		hypothetical	yes	unclear			T
filename#362	SKKB	6729		's saying		say	c		present	A		present	no	yes			T
filename#754	SWLR	6729		'm thinking		think	c		present	A		present	yes	no			T
filename#155	SEBP	6728		're going		go	c		GOING TO	A		present	yes	no			T
filename#781	SXAZ	6728		be putting		put up			modal	A		hypothetical	yes	yes			T
filename#256	SG56	6727		was saying		say			past	A		past	no	no			T
filename#665	SUGV	6727		's a bit depressing		depress	c		NOT progressive	A		present	yes	no			T
filename#1143	S7RW	6727		was writing		write			past	A		unclear	yes	no			T
filename#156	SECS	6725		're not flying		fly	c	n	present	A		future	yes	no	emphasis/shock		T
filename#1118	S7GJ	6725		's fucking		fuck	c		NOT progressive	A		present	yes	no			T
filename#1038	S5JX	6724		'm being		be	c		present	A		present	yes	no			T
filename#364	SKL3	6724		're being		be	c		present	P		general	yes	no			T
filename#948	S3JF	6724		's living		live	c		present	A		present	yes	no			T
filename#773	SW5B	6723		's annoying		annoy	c		NOT progressive	A		present	yes	no			T
filename#457	SNCP	6721		is listening		listen			present	A		present	yes	no			T
filename#241	SGN8	6720		were using		use			past	A		past	yes	unclear			T
filename#1108	S682	6717		're holding		hold	c		present	A		present	yes	no			T
filename#438	SMW8	6714		're taxing		tax	c		present	A		general	no	yes			T
filename#1100	S632	6714		're having		have	c		present	A		present	no	no			T
filename#607	SR7C	6712		are you doing		do			present	A	q	future	yes	no			T
filename#679	SUVQ	6710		're talking		talk	c		present	A		general	yes	unclear			T
filename#494	SN97	6707		's coming		come	c		present	A		future	unclear	no			T
filename#1043	S5PW	6701		were getting		get			past	A		past	yes	no	gradual change		T
filename#1055	S5YC	6700		are still moaning		moan			present	A		general	yes	yes			T
filename#1040	S5LP	6700		're not going		go	c	n	GOING TO	A		present	yes	no			T
filename#951	S3MW	6699		'm thinking		think	c		present	A		present	yes	no			T
filename#416	SMC2	6694		is still going		go on			present	A		present	yes	no			T
filename#950	S3LE	6692		'm running		run	c		present	A		present	yes	no			T
filename#1079	S6HP	6687		were trying		try			past	A		past	yes	no			T
filename#810	SXVL	6686		was trying		try			past	A		past	yes	no			T
filename#1248	S985	6685		're not thinking		think	c	n	present	A		present	yes	yes			T
filename#1040	S5LP	6684		's making		make	c		present	A		present	no	no			T
filename#626	STH5	6682		was gonna fucking		fuck			NOT progressive	A		past	yes	no			T
filename#252	SG3Q	6666		were they were um coming		come up			past	A		past	no	no			T
filename#430	SMNC	6665		be talking about not travelling		talk		n	catenative	A		hypothetical	yes	no			T
filename#547	SQRA	6665		be drinking		drink			modal	A		hypothetical	yes	yes			T
filename#442	SM6B	6663		's now making		make	c		present	A		present	yes	no			T
filename#653	ST6R	6662		was in PLACE saying		say			NOT progressive	A		past	yes	no			T
filename#876	SZQX	6662		'm I'm leaving		leave	c		present	A		future	no	no			T
filename#659	ST82	6662		are you staying		stay			present	A	q	future	yes	no			T
filename#874	SZPS	6660		are watching		watch			present	A		general	yes	unclear			T
filename#570	SQ9R	6659		're either going		go	c		present	A		present	yes	no			T
filename#703	SVD4	6653		am going		go			present	A		present	yes	yes			T
filename#1016	S4ZT	6652		'm doing		do	c		present	A		unclear	unclear	unclear			T
filename#1179	S8K6	6651		'm coming		come	c		present	A		unclear	no	no			T
filename#1192	S8S2	6649		are you laughing		laugh			present	A	q	present	yes	no			T
filename#386	SK8T	6644		been telling		tell	c		perfect	A		past/present	no	yes			T
filename#323	SJNJ	6643		're getting		get away	c		present	A		general	no	yes			T
filename#586	SRL9	6643		's selling		sell	c		present	A		general	no	yes			T
filename#1190	S8RY	6643		'm having		have	c		present	A		future	yes	no			T
filename#493	SN8K	6642		are going		go			present	A	q	future	no	no			T
filename#813	SXWR	6639		'm generally suggesting		suggest	c		present	A		present	yes	no			T
filename#329	SJSS	6637		're waiting		wait	c		present	A		general	yes	no			T
filename#640	STSS	6637		's not coming		come out	c	n	present	A		unclear	no	no			T
filename#512	SPXW	6629		's going		go	c		present	A		present	yes	yes			T
filename#468	SNNG	6627		was putting		put			past	A		past	no	unclear			T
filename#520	SP2X	6627		's recording		record	c		present	A		present	yes	unclear			T
filename#756	SWMV	6626		is getting		get			present	A		present	yes	no	gradual change		T
filename#958	S3RZ	6625		be playing		play	c		modal	A		future	yes	no			T
filename#828	SYHP	6625		was going		go			GOING TO	A		past	yes	no			T
filename#1027	S48K	6622		are you looking		look			present	A	q	present	yes	no			T
filename#1088	S6QU	6620		be should be er		NA			NOT progressive	A		modal/infinitive	yes	no			T
filename#713	SVKH	6618		's attacking		attack	c		present	A		present	yes	yes			T
filename#416	SMC2	6613		was like trying		try			past	A		past	yes	no			T
filename#1053	S5XD	6609		wasn't calling		call	c	n	past	A		past	no	yes			T
filename#1184	S8PT	6607		's gonna poo		NA	c		GOING TO	A		present	yes	no			T
filename#339	SJ3S	6605		was er keeping		keep			past	A		past	yes	no			T
filename#600	SRYY	6605		are they getting		puncture			present	P	q	unclear	no	unclear		get passive	T
filename#1244	S96L	6604		was thinking		think			past	A		past	yes	no			T
filename#425	SMK3	6603		's taking		take	c		present	A		hypothetical	yes	no			T
filename#517	SPZA	6599		's not going		go	c	n	GOING TO	A		present	yes	no			T
filename#602	SR3K	6596		're calling		call	c		present	A		unclear	no	yes			T
filename#250	SG2Y	6593		's annoying		annoy	c		NOT progressive	A		present	yes	no			T
filename#315	SJJK	6593		'm going		go	c		GOING TO	A		present	yes	no			T
filename#721	SVPK	6587		'm not making		make	c	n	present	A		general	yes	no			T
filename#313	SJHL	6587		was like revving		rev			past	A		past	yes	no			T
filename#969	S32W	6586		was concentrating		concentrate			past	A		past	yes	no			T
filename#679	SUVQ	6585		wasn't saving		save	c	n	past	A		past	no	unclear			T
filename#483	SN22	6584		been doing		do	c		perfect	A		past/present	yes	yes			T
filename#528	SP6E	6582		'm trying		try	c		present	A		present	yes	no			T
filename#704	SVD6	6578		'm not actioning		action	c	n	present	A		future	no	no		reported speech	T
filename#710	SVHN	6577		are sending		send			present	A		future	no	yes			T
filename#1095	S6YA	6577		's having		have	c		present	A		present	no	yes			T
filename#401	SLRD	6575		is doing		do			present	A		present	yes	no			T
filename#965	S3U3	6575		're going		go	c		present	A		present	no	no			T
filename#479	SNYG	6571		's just going		go over	c		present	A		unclear	no	unclear			T
filename#808	SXSM	6571		is she doing		do			present	A	q	present	yes	no			T
filename#797	SXK4	6571		was I was just thinking		think			past	A		past	yes	no			T
filename#1075	S6BS	6563		were sniffing		sniff			past	A		past	yes	no			T
filename#667	SUH7	6562		was describing		describe			past	A		past	yes	no			T
filename#424	SMKK	6560		's not doing		do	c	n	present	A		present	yes	yes			T
filename#1020	S45F	6557		is seven years seeding		seed			NOT progressive	A		present	yes	no			T
filename#442	SM6B	6555		was typing		type			past	A		past	yes	no	framing		T
filename#576	SRD5	6555		are complaining		complain			present	A	q	present	yes	unclear			T
filename#233	SGBT	6555		is falling		fall			present	A		present	no	no			T
filename#1123	S7JH	6553		'm just trying		try	c		present	A		present	yes	no			T
filename#679	SUVQ	6553		was telling		tell			past	A		past	no	no			T
filename#342	SJ6L	6553		're always reflecting		reflect	c		present	A		present	yes	yes			T
filename#268	SHGE	6553		're going		go down	c		present	A		unclear	unclear	unclear			T
filename#750	SWGB	6551		be using		use	c		modal	A		future	unclear	no			T
filename#721	SVPK	6550		's what I'm starting		start	c		present	A		present	yes	no	gradual change		T
filename#1174	S8CW	6547		were telling		tell			past	A		past	no	no			T
filename#210	SFRX	6546		be er		NA			NOT progressive	A		modal/infinitive	yes	no			T
filename#441	SMZV	6541		're staying		stay	c		present	A		unclear	yes	no			T
filename#201	SFLB	6540		's alright like imagine having		have	c		NOT progressive	A		present	yes	no			T
filename#364	SKL3	6540		'm following		follow	c		present	A		present	yes	yes			T
filename#574	SRCD	6538		'm just being		be	c		present	A		present	yes	no			T
filename#719	SVN6	6535		is is following		follow			present	A		present	no	yes			T
filename#1216	S9F9	6534		's going		go	c		GOING TO	A		present	yes	no			T
filename#421	SMGY	6533		was more just thinking		think			past	A		past	yes	no			T
filename#462	SNJP	6532		is very quickly going		go			present	A		present	yes	no	gradual change		T
filename#926	S2XV	6532		be like he's being		push	c		modal	P		hypothetical	no	no			T
filename#224	SF3V	6532		is applying		apply			present	A		unclear	yes	no			T
filename#1059	S539	6530		was stupi		NA			NOT progressive	A		past	yes	no			T
filename#1199	S8X7	6526		are you taking		take			present	A	q	future	no	no			T
filename#605	SR5H	6525		be alright it's irritating		irritate	c		NOT progressive	A		modal/infinitive	yes	no			T
filename#936	S27D	6521		're sleeping		sleep	c		present	A		general	yes	yes			T
filename#863	SZFG	6514		're having		have	c		present	A		future	no	no			T
filename#888	SZ7Y	6513		are bad is that sticking		stick			NOT progressive	A		present	no	no			T
filename#1008	S4TV	6512		're having		have	c		present	A		present	yes	no			T
filename#1064	S57G	6510		was just moving		move			past	A		past	yes	no			T
filename#1029	S49V	6509		're going		go down	c		present	A		present	yes	no			T
filename#476	SNWS	6507		is just going		go			GOING TO	A		present	yes	no			T
filename#934	S26N	6504		're having		have	c		present	A		unclear	yes	no			T
filename#390	SLDB	6501		's going		go	c		GOING TO	A		present	yes	no			T
filename#705	SVD7	6501		aren't learning		learn	c	n	present	A		general	yes	no			T
filename#982	S37Y	6500		been used to having		have			NOT progressive	A		perfect	yes	no			T
filename#277	SHK7	6496		was sitting		sit			past	A		past	yes	no	framing		T
filename#250	SG2Y	6495		was so slimy and smirking		smirk			past	A		past	yes	yes			T
filename#1100	S632	6491		weren't actually listening		listen	c	n	past	A		past	yes	no			T
filename#347	SKBN	6491		's just pressing		press	c		present	A		present	yes	no			T
filename#833	SYTD	6491		's finding		find	c		present	A		present	yes	no	emphasis/shock		T
filename#712	SVKF	6487		're trying		try	c		present	A		present	yes	no			T
filename#685	SUZS	6487		's wearing		wear	c		present	A		present	yes	no			T
filename#510	SPVY	6486		was one like saying		say			NOT progressive	A		past	yes	no			T
filename#250	SG2Y	6485		were saying		say			past	A		past	no	no			T
filename#1144	S7SU	6484		was coming		come			past	A		past	no	no		reported speech in the past	T
filename#1073	S6A7	6484		wasn't having		have	c	n	past	A		hypothetical	yes	yes			T
filename#531	SP7F	6481		was bottling		bottle			past	A		past	yes	no		continuous?	T
filename#702	SVDV	6480		be saying		say	c		modal	A		future	no	no			T
filename#1155	S7WY	6478		's really really annoying		annoy	c		NOT progressive	A		present	yes	no			T
filename#964	S3UC	6475		are getting		get			present	A		future	no	no			T
filename#1079	S6HP	6474		been researching		research	c		perfect	A		past/present	yes	yes			T
filename#238	SGMM	6473		're watching		watch	c		present	A		unclear	yes	no			T
filename#1192	S8S2	6471		are they fucking		fuck			NOT progressive	A		present	yes	no			T
filename#545	SQP2	6471		're ticking		tick	c		present	A		general	no	no			T
filename#686	SU3C	6471		'm waking		wake up	c		present	A		present	no	yes			T
filename#1015	S4ZA	6470		was drinking		drink			past	A		past	yes	no	framing		T
filename#374	SKX6	6468		'm just mentioning		mention	c		present	A		present	no	no			T
filename#729	SVXP	6466		's no one supporting		support	c		NOT progressive	A		general	yes	no			T
filename#1094	S6W8	6466		'm saying		say	c		present	A		present	no	no			T
filename#1118	S7GJ	6463		'm probably gonna start crying		cry	c		NOT progressive	A		present	yes	no			T
filename#767	SWWZ	6461		's made in a fucking		fuck	c		NOT progressive	A		present	yes	no			T
filename#506	SPMV	6458		be getting		get			catenative	A		future	no	no			T
filename#238	SGMM	6454		were waiting		wait			past	A		past	yes	no			T
filename#1163	S75W	6453		're staying		stay	c		present	A		future	yes	no			T
filename#613	SR9W	6441		were producing		produce			past	A		unclear	yes	unclear			T
filename#320	SJM7	6439		is he taking		take over			present	A		unclear	no	no			T
filename#1182	S8LS	6438		were saying		say			past	A		past	no	no			T
filename#981	S37K	6437		is bringing		bring			NOT progressive	A	q	unclear	no	no			T
filename#676	SUUE	6434		were working		work			past	A	q	past	yes	yes			T
filename#314	SJH6	6434		're trying		try	c		present	A		unclear	yes	unclear			T
filename#372	SKRZ	6431		am I going		go			present	A	q	present	yes	no	gradual change		T
filename#1062	S555	6431		's recording		record	c		present	A		present	yes	no			T
filename#438	SMW8	6429		am getting		get			present	A		future	no	no			T
filename#576	SRD5	6428		are annoying		annoy			NOT progressive	A		present	yes	no			T
filename#1182	S8LS	6428		're using		use	c		present	A		present	yes	yes			T
filename#806	SXRR	6427		is me chopping		chop			NOT progressive	A		present	yes	no			T
filename#869	SZLE	6424		been having		have	c		perfect	A		past/present	yes	yes			T
filename#687	SU6F	6419		's keeping		keep	c		present	A		present	yes	no			T
filename#775	SW6A	6418		's the going		go	c		NOT progressive	A		present	yes	no			T
filename#695	SVBJ	6411		was er		NA			NOT progressive	A		past	yes	no			T
filename#1167	S78P	6408		's er		NA	c		NOT progressive	A		present	yes	no			T
filename#463	SNK6	6406		're only going		go off	c		present	A		unclear	unclear	no			T
filename#523	SP3Q	6401		's getting		get	c		NOT progressive	A		present	yes	no			T
filename#829	SYHW	6395		was doing		do			past	A		past	yes	no			T
filename#248	SGY6	6391		's he doing		do	c		present	A	q	present	yes	no			T
filename#471	SNPP	6388		was doing was he making		do			past	A		past	yes	no			T
filename#187	SE58	6387		's that that's trying		try	c		NOT progressive	A		present	yes	no			T
filename#164	SEJT	6387		're all going		go	c		present	A		general	no	yes			T
filename#512	SPXW	6382		're trying to actually fucking		try	c		present	A		general	yes	unclear			T
filename#1146	S7SZ	6380		is now feeling		feel			present	A		present	yes	no			T
filename#840	SYXU	6380		'm just saying		say	c		present	A		present	yes	no			T
filename#1047	S5RP	6377		're trying		try	c		present	A		present	yes	unclear			T
filename#170	SEPP	6377		are you reading		read			present	A	q	present	yes	no			T
filename#672	SUPB	6375		's coming		come out	c		present	A		present	yes	no			T
filename#1048	S5SC	6375		is actually rising		rise			present	A		unclear	yes	unclear			T
filename#801	SXNE	6369		been look good been looking		look	c		perfect	A		past	yes	no			T
filename#269	SHHG	6368		been really sociable doing		do	c		perfect	A		past/present	yes	no			T
filename#421	SMGY	6365		is Jill we're talking		talk	c		present	A		present	yes	no			T
filename#448	SM99	6365		're making		make	c		present	A		present	no	unclear			T
filename#343	SJ7N	6365		were you arguing		argue			past	A	q	past	yes	no			T
filename#403	SLSS	6362		was a bird going		go for			past	A		hypothetical	no	no			T
filename#806	SXRR	6361		'm going		go	c		GOING TO	A		present	yes	no			T
filename#1144	S7SU	6360		's going		go	c		GOING TO	A		present	yes	no			T
filename#1100	S632	6359		's a doing		do	c		NOT progressive	A		present	yes	no			T
filename#1234	S9YC	6359		'm still thinking		think	c		present	A		present	yes	no			T
filename#512	SPXW	6358		be heading		head			modal	A		unclear	yes	unclear			T
filename#1181	S8LG	6352		been hogging		hog	c		perfect	A		past/present	yes	no			T
filename#645	STW7	6352		're doing		do	c		present	A		present	yes	no			T
filename#467	SNMZ	6351		'm saying		say	c		present	A		present	yes	no			T
filename#1100	S632	6348		was Jill not complaining		complain		n	NOT progressive	A		past	yes	no			T
filename#425	SMK3	6345		're you're thinking		think	c		present	A		unclear	yes	no			T
filename#1081	S6JL	6344		was stuff going		go			NOT progressive	A		past	yes	no			T
filename#1079	S6HP	6344		be er		NA			NOT progressive	A		modal/infinitive	yes	no			T
filename#477	SNXG	6342		'm thinking		think	c		present	A		present	yes	no			T
filename#393	SLJW	6340		was saying		say			past	A		past	no	no			T
filename#284	SHTW	6338		was delivering		deliver			past	A		past	yes	no	framing		T
filename#912	S2LD	6335		was going		go			GOING TO	A		past	yes	no			T
filename#799	SXLC	6334		're chipping		chip in	c		present	A		present	yes	yes			T
filename#323	SJNJ	6332		's becoming		become	c		present	A		present	yes	no	gradual change		T
filename#1181	S8LG	6330		're getting		get	c		present	A		present	yes	no	gradual change		T
filename#1173	S8CV	6329		're going		go off	c		present	A		present	yes	no			T
filename#389	SLBS	6329		's getting		get	c		present	A		general	no	no			T
filename#1100	S632	6325		is actually quite annoying		annoy			NOT progressive	A		present	yes	no			T
filename#253	SG4J	6322		'm trying		try	c		present	A		present	yes	no			T
filename#1120	S7HR	6319		am I thinking		think			present	A	q	present	yes	yes			T
filename#371	SKRC	6319		'm sorry coming		come	c		NOT progressive	A		present	yes	no			T
filename#703	SVD4	6318		is functioning wi-fi		function			present	A		present	yes	no			T
filename#456	SNCM	6318		'm keeping		keep	c		present	A		present	yes	no			T
filename#640	STSS	6316		was such a fucking		fuck			NOT progressive	A		past	yes	no			T
filename#589	SRNT	6314		wasn't actually yeah talking		talk	c	n	past	A		past	yes	no			T
filename#741	SV5A	6313		's doing		do	c		present	A		present	yes	no			T
filename#194	SFC2	6309		'm not doing		do	c	n	present	A		future	yes	no		reported thought	T
filename#626	STH5	6308		are you shooting		shoot			present	A	q	unclear	no	unclear			T
filename#1247	S97Z	6305		been reading		read			perfect	A		past/present	yes	unclear			T
filename#249	SG2E	6301		is it worth having		have			NOT progressive	A		present	yes	no			T
filename#1161	S73U	6299		be going		go out			modal	A		future	no	no			T
filename#582	SRHV	6297		are you getting		get			present	A	q	present	yes	no			T
filename#1017	S43M	6297		are gonna start charging		charge			NOT progressive	A		present	yes	no			T
filename#1079	S6HP	6296		's no way of knowing		know	c		NOT progressive	A		present	yes	no			T
filename#1177	S8JW	6296		are you thinking		think			present	A	unclear	present	yes	no			T
filename#161	SEGL	6295		are always going		go			GOING TO	A		present	yes	no			T
filename#584	SRKV	6287		's getting		get	c		present	A		present	no	no			T
filename#651	ST47	6285		's having		have	c		present	A		present	yes	yes			T
filename#1155	S7WY	6282		're turning		turn into	c		present	A		present	yes	no	gradual change		T
filename#1094	S6W8	6282		's coming		come	c		present	A		present	yes	no			T
filename#948	S3JF	6277		be used to people doing		do			NOT progressive	A		modal/infinitive	yes	no			T
filename#826	SYG9	6276		were travelling		travel			past	A		past	yes	unclear			T
filename#1149	S7TT	6276		are doing		do			present	A		present	yes	no			T
filename#295	SH4V	6274		be checking		check			modal	A		future	no	no			T
filename#1024	S46Q	6271		been living		live	c		perfect	A		past	yes	no			T
filename#1119	S7GW	6268		were going		go			past	A		past	no	no			T
filename#348	SKB5	6267		is I'm not kidding		kid	c	n	present	A		present	yes	no	emphasis/shock		T
filename#1008	S4TV	6261		are we doing		do			present	A	q	unclear	yes	no			T
filename#835	SYUR	6261		're also having		have	c		present	A		future	no	no			T
filename#702	SVDV	6260		is it's not getting		get	c	n	present	A		general	no	unclear			T
filename#529	SP62	6259		's looking		look forward	c		present	A		present	yes	no			T
filename#783	SXCB	6256		's going		go	c		present	A		present	yes	no			T
filename#623	STG7	6255		're studying		study	c		present	A		present	yes	unclear			T
filename#1182	S8LS	6253		was going		go off			past	A		past	no	no			T
filename#407	SLX6	6253		was buying		buy			past	A		hypothetical	no	no			T
filename#635	STNX	6249		is playing		play			present	A		present	yes	yes			T
filename#389	SLBS	6247		're getting		rip off	c		present	P		unclear	no	unclear		get passive	T
filename#553	SQWN	6246		're doing		do	c		present	A		present	yes	yes			T
filename#1200	S8YL	6244		is getting		get			present	A		present	yes	no	gradual change		T
filename#1070	S6AP	6242		was grinding		grind			NOT progressive	A		past	yes	no			T
filename#670	SUNM	6241		wasn't watching		watch	c	n	past	A		past	yes	no	framing		T
filename#756	SWMV	6236		was growing		grow			past	A		past	yes	no	gradual change		T
filename#380	SK3B	6235		been af		NA			NOT progressive	A		perfect	yes	no			T
filename#434	SMRV	6235		're you're freezing		freeze	c		present	A		present	yes	no	emphasis/shock		T
filename#927	S2YK	6233		are er		NA			NOT progressive	A		present	yes	no			T
filename#945	S3C6	6230		're explaining		explain	c		present	A		hypothetical	yes	no			T
filename#819	SX6V	6229		were going		go			GOING TO	A		past	yes	no			T
filename#764	SWU3	6227		're staying		stay	c		present	A		present	yes	no			T
filename#287	SHXF	6224		was thinking		think			past	A		past	yes	no			T
filename#736	SV2V	6222		'm not er		NA	c	n	NOT progressive	A		present	yes	no			T
filename#1099	S63L	6221		be is on selling		sell			NOT progressive	A		modal/infinitive	yes	no			T
filename#469	SNNJ	6221		'm just grabbing		grab	c		present	A		unclear	no	no			T
filename#252	SG3Q	6218		're proclaiming		proclaim	c		present	A		unclear	yes	unclear			T
filename#972	S33B	6211		was doing		do			past	A		past	yes	yes			T
